"track_name","energy","loudness","liveness","valence","speechiness","danceability","count","track_artist"
"Dile",0.744,-6.096,0.0692,0.748,0.0938,0.822,5,"Don Omar"
"Dile",0.714,-7.438,0.0528,0.724,0.139,0.828,5,"Don Omar"
"Dile",0.705,-7.503,0.0561,0.711,0.16,0.676,5,"Don Omar"
"Danza Kuduro",0.915,-4.89,0.0503,0.878,0.28,0.4,5,"Don Omar"
"Dile",0.714,-7.501,0.042,0.714,0.141,0.817,5,"Don Omar"
"Danza Kuduro",0.917,-4.897,0.065,0.889,0.115,0.699,5,"Don Omar"
"Danza Kuduro",0.915,-4.89,0.0503,0.878,0.28,0.4,5,"Don Omar"
"Te Quiero Pa´Mi",0.812,-3.95,0.192,0.661,0.0593,0.759,4,"Don Omar"
"Virtual Diva",0.881,-4.205,0.753,0.729,0.0505,0.785,4,"Don Omar"
"Dale Don Dale",0.852,-6.471,0.13,0.813,0.0789,0.825,4,"Don Omar"
"Te Quiero Pa´Mi",0.812,-3.95,0.192,0.661,0.0593,0.759,4,"Don Omar"
"Dale Don Dale",0.852,-6.471,0.13,0.813,0.0789,0.825,4,"Don Omar"
"Virtual Diva",0.87,-4.657,0.393,0.692,0.0485,0.783,4,"Don Omar"
"Dale Don Dale",0.818,-7.827,0.0892,0.807,0.0825,0.831,4,"Don Omar"
"Te Quiero Pa´Mi",0.816,-3.99,0.197,0.624,0.0595,0.765,4,"Don Omar"
"Dale Don Dale",0.809,-7.84,0.0887,0.803,0.0845,0.822,4,"Don Omar"
"Virtual Diva",0.941,-1.311,0.696,0.653,0.0667,0.76,4,"Don Omar"
"Te Quiero Pa´Mi",0.81,-4.024,0.178,0.571,0.0664,0.762,4,"Don Omar"
"Virtual Diva",0.87,-4.657,0.393,0.692,0.0485,0.783,4,"Don Omar"
"Zumba",0.894,-3.494,0.128,0.832,0.0397,0.729,3,"Don Omar"
"Perdido En Tus Ojos",0.882,-4.546,0.226,0.787,0.0312,0.684,3,"Don Omar"
"No Se De Ella ""My Space""",0.676,-9.174,0.242,0.77,0.0934,0.815,3,"Don Omar"
"Ayer La Vi",0.716,-8.398,0.163,0.771,0.0541,0.801,3,"Don Omar"
"Dutty Love",0.873,-3.373,0.114,0.899,0.082,0.742,3,"Don Omar"
"Taboo",0.884,-5.782,0.0827,0.813,0.0641,0.442,3,"Don Omar"
"Guaya Guaya",0.872,-2.116,0.136,0.687,0.243,0.689,3,"Don Omar"
"No Se De Ella ""My Space""",0.676,-9.174,0.242,0.77,0.0934,0.815,3,"Don Omar"
"Ayer La Vi",0.716,-8.398,0.18,0.771,0.0541,0.801,3,"Don Omar"
"Hooka",0.86,-5.09,0.804,0.817,0.16,0.732,3,"Don Omar"
"Good Looking",0.878,-6.684,0.733,0.76,0.164,0.655,3,"Don Omar"
"No Se De Ella ""My Space""",0.667,-9.182,0.258,0.776,0.092,0.817,3,"Don Omar"
"Dutty Love",0.875,-3.365,0.13,0.91,0.109,0.738,3,"Don Omar"
"Guaya Guaya",0.873,-2.322,0.0908,0.703,0.117,0.788,3,"Don Omar"
"Taboo",0.886,-5.811,0.0879,0.808,0.0828,0.43,3,"Don Omar"
"Zumba",0.894,-3.494,0.128,0.832,0.0397,0.729,3,"Don Omar"
"Hooka",0.863,-5.082,0.491,0.818,0.154,0.73,3,"Don Omar"
"Good Looking",0.88,-6.695,0.814,0.757,0.156,0.629,3,"Don Omar"
"Perdido En Tus Ojos",0.882,-4.546,0.226,0.787,0.0312,0.684,3,"Don Omar"
"Dutty Love",0.873,-3.373,0.114,0.899,0.082,0.742,3,"Don Omar"
"Zumba",0.894,-3.494,0.128,0.832,0.0397,0.729,3,"Don Omar"
"Good Looking",0.88,-6.695,0.814,0.757,0.156,0.629,3,"Don Omar"
"Hooka",0.863,-5.082,0.491,0.818,0.154,0.73,3,"Don Omar"
"Guaya Guaya",0.873,-2.322,0.0908,0.703,0.117,0.788,3,"Don Omar"
"Perdido En Tus Ojos",0.882,-4.546,0.226,0.787,0.0312,0.684,3,"Don Omar"
"Ayer La Vi",0.707,-8.403,0.152,0.808,0.0533,0.798,3,"Don Omar"
"Taboo",0.884,-5.782,0.0827,0.813,0.0641,0.442,3,"Don Omar"
"Salió El Sol",0.701,-5.892,0.0466,0.965,0.0873,0.887,2,"Don Omar"
"Pobre Diabla",0.763,-6.995,0.0877,0.849,0.0517,0.748,2,"Don Omar"
"Salió El Sol",0.727,-5.907,0.0432,0.963,0.0845,0.884,2,"Don Omar"
"Hasta Abajo",0.919,-3.867,0.0882,0.683,0.0792,0.697,2,"Don Omar"
"Sexy Robotica",0.867,-5.138,0.449,0.561,0.0334,0.741,2,"Don Omar"
"Blue Zone",0.712,-4.47,0.455,0.478,0.0541,0.796,2,"Don Omar"
"RX",0.869,-4.452,0.13,0.907,0.284,0.7,2,"Don Omar"
"En Su Nota",0.843,-5.927,0.156,0.883,0.272,0.657,2,"Don Omar"
"Pobre Diabla",0.748,-7.006,0.0849,0.85,0.0568,0.741,2,"Don Omar"
"Sexy Robotica",0.867,-5.138,0.449,0.561,0.0334,0.741,2,"Don Omar"
"Blue Zone",0.712,-4.47,0.455,0.478,0.0541,0.796,2,"Don Omar"
"Tírate Al Medio",0.901,-4.365,0.857,0.2,0.0536,0.603,2,"Don Omar"
"Hasta Abajo",0.919,-3.867,0.0882,0.683,0.0792,0.697,2,"Don Omar"
"RX",0.867,-4.468,0.163,0.892,0.27,0.646,2,"Don Omar"
"En Su Nota",0.843,-5.927,0.156,0.883,0.272,0.657,2,"Don Omar"
"Tírate Al Medio",0.901,-4.365,0.857,0.2,0.0536,0.603,2,"Don Omar"
"Danza Kuduro - Radio Edit",0.899,-5.601,0.043,0.887,0.12,0.699,1,"Don Omar"
"No Te Vayas",0.692,-6.759,0.0864,0.652,0.0382,0.759,1,"Don Omar"
"Bandoleros",0.896,-5.311,0.186,0.79,0.251,0.662,1,"Don Omar"
"Salio El Sol",0.722,-5.862,0.043,0.964,0.0844,0.883,1,"Don Omar"
"Ojitos Chiquitos",0.839,-3.267,0.0946,0.792,0.24,0.801,1,"Don Omar"
"Vacilón",0.519,-9.483,0.311,0.685,0.0824,0.734,1,"Don Omar"
"Ramayama",0.708,-5.252,0.387,0.961,0.138,0.696,1,"Don Omar"
"Salió El Sol - Remastered 2016",0.749,-5.277,0.0436,0.964,0.0973,0.884,1,"Don Omar"
"Ojitos Chiquitos - Remastered 2016",0.863,-2.587,0.0698,0.803,0.237,0.791,1,"Don Omar"
"Cuéntale - Remastered 2016",0.94,-2.751,0.258,0.609,0.188,0.578,1,"Don Omar"
"Aunque Te Fuiste",0.566,-8.35,0.417,0.414,0.0444,0.568,1,"Don Omar"
"Conteo - Remastered 2016",0.707,-5.547,0.33,0.307,0.226,0.818,1,"Don Omar"
"Angelito - Remastered 2016",0.691,-4.332,0.167,0.29,0.0415,0.637,1,"Don Omar"
"Quien La Vio Llorar",0.567,-6.894,0.354,0.376,0.0361,0.47,1,"Don Omar"
"No Sigue Modas Aka Ella No Sigue Modas",0.868,-4.558,0.0258,0.842,0.0854,0.704,1,"Don Omar"
"Hasta Que Salga El Sol",0.958,-4.029,0.331,0.885,0.349,0.355,1,"Don Omar"
"Belly Danza - Remastered 2016",0.873,-2.912,0.0818,0.913,0.238,0.808,1,"Don Omar"
"Ronca",0.891,-5.54,0.0536,0.715,0.199,0.676,1,"Don Omar"
"Slow Motion",0.842,-4.919,0.0382,0.695,0.222,0.736,1,"Don Omar"
"Te Recordaré Bailando",0.888,-4.778,0.0565,0.727,0.0441,0.718,1,"Don Omar"
"Ella Ella",0.667,-5.845,0.0647,0.688,0.124,0.821,1,"Don Omar"
"Repórtense - Remastered 2016",0.881,-4.335,0.306,0.536,0.0909,0.771,1,"Don Omar"
"Not To Much - Remastered 2016",0.726,-4.59,0.203,0.261,0.0564,0.752,1,"Don Omar"
"Bailando Sola - Remastered 2016",0.653,-4.857,0.248,0.324,0.27,0.748,1,"Don Omar"
"Sandunga",0.855,-5.108,0.0443,0.798,0.134,0.857,1,"Don Omar"
"Dobla Rodilla",0.909,-4.871,0.341,0.715,0.106,0.663,1,"Don Omar"
"Huerfano De Amor",0.692,-7.941,0.381,0.861,0.0449,0.718,1,"Don Omar"
"Soledad",0.876,-4.41,0.376,0.645,0.101,0.62,1,"Don Omar"
"How We Roll",0.753,-8.877,0.352,0.734,0.172,0.742,1,"Don Omar"
"Yo Soy De Aqui",0.738,-3.508,0.414,0.729,0.172,0.698,1,"Don Omar"
"Encanto",0.871,-5.123,0.0752,0.902,0.0499,0.744,1,"Don Omar"
"Luna Llena",0.787,-6.299,0.242,0.394,0.0366,0.735,1,"Don Omar"
"Intocable",0.631,-8.124,0.107,0.482,0.172,0.887,1,"Don Omar"
"Así Es Que Es",0.861,-4.927,0.0724,0.863,0.204,0.539,1,"Don Omar"
"Conteo - Fast And The Furious: Tokyo Drift Version",0.645,-7.314,0.281,0.322,0.214,0.824,1,"Don Omar"
"Entre Tu y Yo",0.535,-12.982,0.346,0.662,0.191,0.828,1,"Don Omar"
"Los Bandoleros (feat. Tego Calderon)",0.878,-4.813,0.322,0.77,0.381,0.592,1,"Don Omar"
